UniProt	Ensembl
Q6AXM5	ENSRNOG00000017723
Q6MG51	ENSRNOG00000039658
Q6P6G2	ENSRNOG00000000524
Q6AY64	ENSRNOG00000015597
Q4V7B0	ENSRNOG00000039315
A1A5Q4	ENSRNOG00000009061
Q4V8E4	ENSRNOG00000003901
Q66H34	ENSRNOG00000032192
Q75UQ2	ENSRNOG00000019326
Q5M888	ENSRNOG00000015523
Q6AYM0	ENSRNOG00000010594
Q5I0E3	ENSRNOG00000001289
Q4G012	ENSRNOG00000005618
A0JPQ1	ENSRNOG00000037632
Q6AY52	ENSRNOG00000024616
Q6AY52	ENSRNOG00000046006
A0JPP5	ENSRNOG00000008594
Q09426	ENSRNOG00000009345
Q6AY71	ENSRNOG00000026672
Q6AY71	ENSRNOG00000049287
Q5BK24	ENSRNOG00000006370
Q642A4	ENSRNOG00000045765
Q4QQV7	ENSRNOG00000019141
Q9WTV1	ENSRNOG00000053272
P63039	ENSRNOG00000014525
B3STU3	ENSRNOG00000014387
Q641Z5	ENSRNOG00000001531
D3ZA12	ENSRNOG00000016744
Q9JIX5	ENSRNOG00000025011
Q6UPE0	ENSRNOG00000015859
Q91ZN7	ENSRNOG00000031896
Q01134	ENSRNOG00000016791
O54783	ENSRNOG00000011404
Q8CGS4	ENSRNOG00000007356
Q4QQV8	ENSRNOG00000008672
P61023	ENSRNOG00000004742
Q810D1	ENSRNOG00000019112
Q66H21	ENSRNOG00000058271
D4A4T9	ENSRNOG00000026643
Q9WU49	ENSRNOG00000002610
Q5RJQ0	ENSRNOG00000007989
Q6XQG8	ENSRNOG00000004258
O54702	ENSRNOG00000012815
P69478	ENSRNOG00000008885
Q498T2	ENSRNOG00000012760
Q66H24	ENSRNOG00000025644
Q68FU5	ENSRNOG00000027161
Q5M7T1	ENSRNOG00000012638
Q9R010	ENSRNOG00000033498
Q568Z7	ENSRNOG00000059834
Q5XI33	ENSRNOG00000009153
Q5U2T8	ENSRNOG00000018719
P60825	ENSRNOG00000015999
B0K020	ENSRNOG00000000610
Q99MA0	ENSRNOG00000046607
Q5XI46	ENSRNOG00000020597
Q4V7A5	ENSRNOG00000025245
Q5M9F0	ENSRNOG00000014798
Q5U2Q3	ENSRNOG00000010887
Q68FQ4	ENSRNOG00000043410
Q569A3	ENSRNOG00000025463
A8IHN8	ENSRNOG00000055564
Q9JI15	ENSRNOG00000016322
Q9Z2N6	ENSRNOG00000038184
Q9JLH6	ENSRNOG00000015696
Q9JK79	ENSRNOG00000012752
D4A770	ENSRNOG00000055036
Q6AXM9	ENSRNOG00000006973
Q5I034	ENSRNOG00000001185
Q6AYU0	ENSRNOG00000051928
Q4KLZ4	ENSRNOG00000027979
Q66H53	ENSRNOG00000026864
A4KWA5	ENSRNOG00000059890
A4KWA8	ENSRNOG00000007866
Q0H8B9	ENSRNOG00000059538
Q5M9I1	ENSRNOG00000030522
Q99JD4	ENSRNOG00000009161
Q5HZB6	ENSRNOG00000046000
O88201	ENSRNOG00000019138
Q0ZCA7	ENSRNOG00000029644
P10716	ENSRNOG00000013137
D4AD02	ENSRNOG00000051690
P08081	ENSRNOG00000014635
P08082	ENSRNOG00000017506
P35525	ENSRNOG00000001742
P35525	ENSRNOG00000050854
P51792	ENSRNOG00000010682
P51796	ENSRNOG00000002862
P51799	ENSRNOG00000016976
D3ZQJ0	ENSRNOG00000001419
Q5QT56	ENSRNOG00000007922
P56745	ENSRNOG00000001926
Q63400	ENSRNOG00000046007
Q9JKD6	ENSRNOG00000045811
Q9Z1L1	ENSRNOG00000017325
Q5XIR8	ENSRNOG00000004456
Q6MG61	ENSRNOG00000029682
Q5M883	ENSRNOG00000000728
Q9EPT8	ENSRNOG00000047218
Q63117	ENSRNOG00000030126
Q8K1G0	ENSRNOG00000053239
Q6AYM9	ENSRNOG00000012565
Q5PQL4	ENSRNOG00000007416
Q5U2U0	ENSRNOG00000030225
Q6AYR5	ENSRNOG00000028288
Q924T8	ENSRNOG00000037845
Q924T9	ENSRNOG00000015042
Q6AYJ5	ENSRNOG00000007117
A6JUQ6	ENSRNOG00000012122
Q5I0K3	ENSRNOG00000014075
P50339	ENSRNOG00000020563
Q7TP52	ENSRNOG00000011260
Q9QXS4	ENSRNOG00000015763
Q9JIY6	ENSRNOG00000015851
Q9JIY6	ENSRNOG00000056962
Q5U2Z5	ENSRNOG00000000532
Q5RJN9	ENSRNOG00000013690
P13233	ENSRNOG00000017496
P62634	ENSRNOG00000010239
P61250	ENSRNOG00000005947
Q4V8I2	ENSRNOG00000009598
Q66HG3	ENSRNOG00000027739
Q6Q0N1	ENSRNOG00000015591
Q3B7T6	ENSRNOG00000017352
Q5BJU5	ENSRNOG00000020247
D0Q0Y7	ENSRNOG00000022724
Q9Z1T4	ENSRNOG00000007014
Q5SGD7	ENSRNOG00000018052
Q08290	ENSRNOG00000027736
P37397	ENSRNOG00000011559
Q5U2P1	ENSRNOG00000020113
P0C588	ENSRNOG00000015886
B0BNA9	ENSRNOG00000023220
Q6P7B2	ENSRNOG00000018325
P20272	ENSRNOG00000008223
Q9QZN9	ENSRNOG00000009260
Q5M7A7	ENSRNOG00000005326
Q63198	ENSRNOG00000004438
Q62682	ENSRNOG00000006144
Q62845	ENSRNOG00000005652
P97846	ENSRNOG00000020277
Q505I4	ENSRNOG00000052273
Q561K4	ENSRNOG00000010472
B0BN13	ENSRNOG00000026238
P02454	ENSRNOG00000003897
P13941	ENSRNOG00000003357
P55314	ENSRNOG00000007639
P20909	ENSRNOG00000023148
D3ZUI5	ENSRNOG00000004281
Q63398	ENSRNOG00000028845
P45592	ENSRNOG00000020660
Q68FP9	ENSRNOG00000013660
Q3T1G7	ENSRNOG00000060008
Q4V885	ENSRNOG00000016366
D3ZVN1	ENSRNOG00000038807
B1WC58	ENSRNOG00000012899
Q6P9U3	ENSRNOG00000016383
P22734	ENSRNOG00000001889
P23514	ENSRNOG00000057623
Q66H80	ENSRNOG00000061108
Q4AEF8	ENSRNOG00000010474
Q9JK41	ENSRNOG00000014475
Q63159	ENSRNOG00000009974
Q4G064	ENSRNOG00000001171
Q68FU7	ENSRNOG00000011164
Q5BJQ0	ENSRNOG00000043201
Q6AY19	ENSRNOG00000020848
Q68FT1	ENSRNOG00000016190
Q91ZN1	ENSRNOG00000019430
Q80ZF0	ENSRNOG00000007657
Q920J3	ENSRNOG00000014496
O09018	ENSRNOG00000010308
B0BNA5	ENSRNOG00000016257
Q5XFV8	ENSRNOG00000061425
P05503	ENSRNOG00000034234
P00406	ENSRNOG00000030371
P05505	ENSRNOG00000030700
P10888	ENSRNOG00000017817
Q91Y94	ENSRNOG00000007827
P11240	ENSRNOG00000018816
P12075	ENSRNOG00000016660
P80431	ENSRNOG00000054689
P80432	ENSRNOG00000030237
P80433	ENSRNOG00000021177
P16221	ENSRNOG00000014656
Q7TNN2	ENSRNOG00000031106
Q497C3	ENSRNOG00000021615
Q5FVJ5	ENSRNOG00000003198
Q5BK39	ENSRNOG00000016978
Q5XI83	ENSRNOG00000016063
Q5XIK6	ENSRNOG00000028075
P00185	ENSRNOG00000019500
P04799	ENSRNOG00000016173
Q09128	ENSRNOG00000013062
G3V7X8	ENSRNOG00000015076
P19225	ENSRNOG00000021924
P11711	ENSRNOG00000020817
P13107	ENSRNOG00000033164
P12938	ENSRNOG00000029179
Q64680	ENSRNOG00000032261
P10634	ENSRNOG00000008988
P05182	ENSRNOG00000012458
O35293	ENSRNOG00000032805
P10610	ENSRNOG00000020827
Q4V8D1	ENSRNOG00000011053
P20816	ENSRNOG00000030154
P08516	ENSRNOG00000009597
P24464	ENSRNOG00000008842
P15129	ENSRNOG00000055078
P51869	ENSRNOG00000032895
P51871	ENSRNOG00000043233
A2RRT9	ENSRNOG00000042426
Q8K4D6	ENSRNOG00000043513
Q64654	ENSRNOG00000007234
P18125	ENSRNOG00000009488
P0C279	ENSRNOG00000019161
Q5XID1	ENSRNOG00000016234
P63041	ENSRNOG00000000060
P84087	ENSRNOG00000000105
D4A1R8	ENSRNOG00000050864
D4A1R8	ENSRNOG00000046990
H1UBN0	ENSRNOG00000015397
Q5BJS7	ENSRNOG00000023077
Q66H71	ENSRNOG00000015118
Q5FVR7	ENSRNOG00000000985
Q4KM65	ENSRNOG00000042983
Q5XI29	ENSRNOG00000020668
P07756	ENSRNOG00000013704
P32198	ENSRNOG00000014254
Q63704	ENSRNOG00000010438
F1LN46	ENSRNOG00000026163
Q5XIS2	ENSRNOG00000022455
Q4QR71	ENSRNOG00000009172
Q6GX86	ENSRNOG00000020908
Q6AYA6	ENSRNOG00000036666
Q68FV4	ENSRNOG00000058939
Q4V7D8	ENSRNOG00000015546
B1WC88	ENSRNOG00000018676
Q63135	ENSRNOG00000008193
Q66HA2	ENSRNOG00000005413
Q6QDP7	ENSRNOG00000012826
Q5FVM5	ENSRNOG00000032202
Q5UEM7	ENSRNOG00000023493
P14881	ENSRNOG00000008700
P56374	ENSRNOG00000049770
P02523	ENSRNOG00000047653
P62697	ENSRNOG00000050023
P02524	ENSRNOG00000047673
Q56AP7	ENSRNOG00000006534
P0C5E9	ENSRNOG00000038355
P15337	ENSRNOG00000013412
Q4V7F2	ENSRNOG00000009414
Q4G063	ENSRNOG00000004659
Q03061	ENSRNOG00000014900
Q91XJ0	ENSRNOG00000060010
P35353	ENSRNOG00000004900
P47866	ENSRNOG00000011145
P01143	ENSRNOG00000012703
P10065	ENSRNOG00000014790
P10067	ENSRNOG00000032219
P63255	ENSRNOG00000027990
P36201	ENSRNOG00000005041
Q792Q4	ENSRNOG00000015215
P12020	ENSRNOG00000013496
Q5U2U2	ENSRNOG00000001868
Q63768	ENSRNOG00000025792
Q5U2V5	ENSRNOG00000021273
P63155	ENSRNOG00000010587
P48199	ENSRNOG00000000053
Q157S1	ENSRNOG00000022421
Q3LRZ1	ENSRNOG00000056337
Q32Q86	ENSRNOG00000006622
P24623	ENSRNOG00000047175
P23928	ENSRNOG00000010524
Q811X6	ENSRNOG00000008989
Q6AY72	ENSRNOG00000016399
Q6AXP1	ENSRNOG00000023700
A0JPQ7	ENSRNOG00000018408
Q64611	ENSRNOG00000011573
Q63430	ENSRNOG00000005332
P18395	ENSRNOG00000061058
Q9JM47	ENSRNOG00000014152
Q8JZQ0	ENSRNOG00000018659
P48750	ENSRNOG00000026805
P19139	ENSRNOG00000005276
P67874	ENSRNOG00000000847
P32577	ENSRNOG00000019374
P61203	ENSRNOG00000008744
Q68FW9	ENSRNOG00000053943
Q68FS2	ENSRNOG00000023650
Q6P4Z9	ENSRNOG00000019635
P47875	ENSRNOG00000008937
Q8K5A3	ENSRNOG00000004808
Q5BJQ6	ENSRNOG00000004775
Q6Q0N0	ENSRNOG00000016398
Q4KM45	ENSRNOG00000021245
Q4V8K2	ENSRNOG00000012021
Q9EQH5	ENSRNOG00000017326
Q63086	ENSRNOG00000018962
P0C6T1	ENSRNOG00000047246
Q9R1E9	ENSRNOG00000015036
Q8CG08	ENSRNOG00000004578
B4F795	ENSRNOG00000031824
Q6MG71	ENSRNOG00000000878
Q0V8T5	ENSRNOG00000029556
B5D5N9	ENSRNOG00000011016
P55091	ENSRNOG00000013745
Q6AXP6	ENSRNOG00000023064
Q2IBD4	ENSRNOG00000061845
B1WBV0	ENSRNOG00000018334
P41237	ENSRNOG00000001057
Q5U3Z0	ENSRNOG00000021399
A1L131	ENSRNOG00000019574
P53565	ENSRNOG00000001424
Q5BJP2	ENSRNOG00000008490
Q5XIB2	ENSRNOG00000013252
Q3KR64	ENSRNOG00000004914
B2GV47	ENSRNOG00000011120
P35411	ENSRNOG00000018509
P10818	ENSRNOG00000001170
Q6YFQ1	ENSRNOG00000038616
P11950	ENSRNOG00000032602
P11951	ENSRNOG00000010807
P35171	ENSRNOG00000042903
P08050	ENSRNOG00000000805
Q03190	ENSRNOG00000014357
P28234	ENSRNOG00000017484
Q8K4Q9	ENSRNOG00000046703
Q9R066	ENSRNOG00000001557
P08033	ENSRNOG00000003746
P21994	ENSRNOG00000008855
P25305	ENSRNOG00000014372
P28232	ENSRNOG00000059897
P30348	ENSRNOG00000002792
Q10746	ENSRNOG00000028043
P70612	ENSRNOG00000048239
P35407	ENSRNOG00000014269
Q9JII9	ENSRNOG00000003305
O70610	ENSRNOG00000008337
A4GG66	ENSRNOG00000048838
Q80XF7	ENSRNOG00000038328
P48973	ENSRNOG00000022256
Q6AXU5	ENSRNOG00000026647
Q5XIQ3	ENSRNOG00000032878
Q62737	ENSRNOG00000013014
Q5U2W7	ENSRNOG00000020702
P04166	ENSRNOG00000011142
P00173	ENSRNOG00000015205
Q6AYK6	ENSRNOG00000002572
Q5RKJ2	ENSRNOG00000009620
P00159	ENSRNOG00000031766
P10715	ENSRNOG00000024457
P62898	ENSRNOG00000010452
P62898	ENSRNOG00000032885
Q921A4	ENSRNOG00000011541
Q5BK76	ENSRNOG00000014811
P01039	ENSRNOG00000033933
P01041	ENSRNOG00000001201
P14841	ENSRNOG00000005195
Q5I0L6	ENSRNOG00000004772
Q2KN99	ENSRNOG00000001303
P19313	ENSRNOG00000030857
Q5PQS5	ENSRNOG00000001544
P84850	ENSRNOG00000019012
Q6AYH9	ENSRNOG00000015590
D3ZCM9	ENSRNOG00000038600
Q8CJH2	ENSRNOG00000007410
Q6P730	ENSRNOG00000055226
P61805	ENSRNOG00000009090
Q641Y9	ENSRNOG00000020159
Q9QX67	ENSRNOG00000010747
O88764	ENSRNOG00000020383
Q5BK30	ENSRNOG00000016247
P56702	ENSRNOG00000007771
Q9JHL4	ENSRNOG00000012378
P16443	ENSRNOG00000021027
Q5NSW5	ENSRNOG00000014706
Q62698	ENSRNOG00000025791
Q6AY43	ENSRNOG00000005151
Q5M9G8	ENSRNOG00000018825
Q5U2M6	ENSRNOG00000006785
Q6AY55	ENSRNOG00000021682
P17708	ENSRNOG00000000585
D3ZR10	ENSRNOG00000017511
P18088	ENSRNOG00000000007
Q05683	ENSRNOG00000018200
O08875	ENSRNOG00000032922
Q5MPA9	ENSRNOG00000016550
Q920F5	ENSRNOG00000014522
Q4V8B2	ENSRNOG00000014037
Q5PPL2	ENSRNOG00000008390
P09057	ENSRNOG00000005424
Q5XIX3	ENSRNOG00000015980
Q6AYH5	ENSRNOG00000025481
Q9QUR2	ENSRNOG00000019298
Q91VC0	ENSRNOG00000017850
Q920P0	ENSRNOG00000050315
O08557	ENSRNOG00000014613
Q6MG60	ENSRNOG00000000842
P14173	ENSRNOG00000004327
Q8VD50	ENSRNOG00000010047
Q641Y8	ENSRNOG00000006652
Q3B8Q1	ENSRNOG00000043099
Q62780	ENSRNOG00000021637
Q99PT0	ENSRNOG00000002612
Q66HG7	ENSRNOG00000042451
Q9Z2M4	ENSRNOG00000050424
Q9Z2K0	ENSRNOG00000003779
Q62715	ENSRNOG00000030093
Q9Z1F1	ENSRNOG00000038135
Q62714	ENSRNOG00000028707
O89117	ENSRNOG00000013768
Q32ZI4	ENSRNOG00000038126
O88514	ENSRNOG00000013939
Q32ZI3	ENSRNOG00000038126
Q4V8I4	ENSRNOG00000000264
Q5XIF5	ENSRNOG00000003223
Q564G3	ENSRNOG00000011716
Q6AXS3	ENSRNOG00000016152
Q4QR86	ENSRNOG00000012262
Q4KM30	ENSRNOG00000005577
Q5XIT6	ENSRNOG00000004524
Q7M0E3	ENSRNOG00000005924
Q5U3Z6	ENSRNOG00000061247
Q32ZI1	ENSRNOG00000038148
Q32ZI0	ENSRNOG00000038151
Q32ZH9	ENSRNOG00000038155
Q32ZH8	ENSRNOG00000038157
Q32ZH7	ENSRNOG00000032304
Q32ZH4	ENSRNOG00000039650
Q32ZH2	ENSRNOG00000023384
Q32ZG7	ENSRNOG00000036895
Q32ZG3	ENSRNOG00000023195
Q32ZG2	ENSRNOG00000038758
Q32ZG1	ENSRNOG00000038128
Q32ZF8	ENSRNOG00000032089
Q32ZF7	ENSRNOG00000034275
Q32ZF3	ENSRNOG00000038759
Q30KJ2	ENSRNOG00000033972
Q5FVP8	ENSRNOG00000016573
P51556	ENSRNOG00000022943
P49620	ENSRNOG00000001796
O08560	ENSRNOG00000017737
Q5YLM1	ENSRNOG00000027264
P0C1S9	ENSRNOG00000001079
Q6AYS8	ENSRNOG00000002210
Q6P7R8	ENSRNOG00000009630
Q5M875	ENSRNOG00000002212
P51657	ENSRNOG00000019830
P97852	ENSRNOG00000015840
Q6MGB5	ENSRNOG00000000466
Q5BQE6	ENSRNOG00000006787
Q9Z2Z8	ENSRNOG00000020776
P10860	ENSRNOG00000057367
P16232	ENSRNOG00000005861
P50233	ENSRNOG00000017084
P11348	ENSRNOG00000003253
Q8VID1	ENSRNOG00000018239
Q8VD48	ENSRNOG00000058568
Q6PCT8	ENSRNOG00000022980
P27867	ENSRNOG00000017291
Q4KLP0	ENSRNOG00000023587
Q5BJS0	ENSRNOG00000029194
Q5XI69	ENSRNOG00000004549
Q6AY53	ENSRNOG00000004219
Q5U2P0	ENSRNOG00000010537
Q01460	ENSRNOG00000015573
P23457	ENSRNOG00000017672
Q5M9G7	ENSRNOG00000004789
Q66H95	ENSRNOG00000002240
Q810H6	ENSRNOG00000019779
Q2VUH7	ENSRNOG00000010260
Q6TUG0	ENSRNOG00000001803
Q498R3	ENSRNOG00000006803
Q925T0	ENSRNOG00000051960
Q5XIX0	ENSRNOG00000006844
Q5FVM7	ENSRNOG00000012503
D3ZSC8	ENSRNOG00000012368
Q5PR00	ENSRNOG00000053498
Q6IML7	ENSRNOG00000003988
Q6P6R2	ENSRNOG00000006364
Q62936	ENSRNOG00000002767
P31016	ENSRNOG00000018526
P97836	ENSRNOG00000016196
D3ZUK3	ENSRNOG00000018949
D3ZHH1	ENSRNOG00000014011
Q5U2R1	ENSRNOG00000042962
P62628	ENSRNOG00000025715
P11530	ENSRNOG00000046366
D4A218	ENSRNOG00000016284
Q4QR87	ENSRNOG00000060738
Q66HG1	ENSRNOG00000005908
Q5XIL8	ENSRNOG00000013734
Q66HC9	ENSRNOG00000024523
P21704	ENSRNOG00000006873
D3ZD82	ENSRNOG00000012851
P63036	ENSRNOG00000007029
Q6AYU3	ENSRNOG00000010353
P97554	ENSRNOG00000004006
Q9R0T3	ENSRNOG00000010352
P60905	ENSRNOG00000015202
Q642C0	ENSRNOG00000013255
O35303	ENSRNOG00000001813
Q1LZ53	ENSRNOG00000026649
O35820	ENSRNOG00000018397
Q9QZK8	ENSRNOG00000023830
Q2QDE7	ENSRNOG00000055641
O89107	ENSRNOG00000009291
P70611	ENSRNOG00000019920
Q5PPJ4	ENSRNOG00000004259
Q4QQV2	ENSRNOG00000007412
B2RYG7	ENSRNOG00000013564
P80254	ENSRNOG00000001239
Q6AYM4	ENSRNOG00000017241
Q6MG22	ENSRNOG00000042287
P31430	ENSRNOG00000015880
Q5M872	ENSRNOG00000023303
Q5U2X4	ENSRNOG00000019757
Q568Y2	ENSRNOG00000019735
Q6AXY4	ENSRNOG00000014098
Q642A5	ENSRNOG00000004843
Q642A5	ENSRNOG00000055277
Q9QYV8	ENSRNOG00000032293
P06766	ENSRNOG00000019150
Q5RKI3	ENSRNOG00000016748
Q9EPB1	ENSRNOG00000012640
O55096	ENSRNOG00000031485
Q6IMK0	ENSRNOG00000022950
Q6IMK0	ENSRNOG00000031161
Q6IMK0	ENSRNOG00000031344
Q62950	ENSRNOG00000004781
P47942	ENSRNOG00000009625
Q62952	ENSRNOG00000018992
Q9JHU0	ENSRNOG00000008996
Q63150	ENSRNOG00000004298
Q5BK09	ENSRNOG00000017744
Q5XI65	ENSRNOG00000024905
Q5XI54	ENSRNOG00000021303
P61169	ENSRNOG00000008428
P19020	ENSRNOG00000060806
Q07266	ENSRNOG00000014170
Q9EPA0	ENSRNOG00000026704
Q5RJY4	ENSRNOG00000005360
Q6W3B0	ENSRNOG00000022364
P84060	ENSRNOG00000011914
P0C595	ENSRNOG00000013034
Q4KM79	ENSRNOG00000022082
Q4KM79	ENSRNOG00000045539
Q9JIM4	ENSRNOG00000003100
Q64623	ENSRNOG00000003977
Q5FVI9	ENSRNOG00000011518
Q64346	ENSRNOG00000023896
Q6XUX2	ENSRNOG00000021298
P70583	ENSRNOG00000007221
Q9WVB9	ENSRNOG00000019423
Q5U216	ENSRNOG00000004373
Q63413	ENSRNOG00000000841
Q6MG77	ENSRNOG00000000422
Q63164	ENSRNOG00000026914
P63170	ENSRNOG00000011222
Q78P75	ENSRNOG00000008921
Q9Z336	ENSRNOG00000018207
P21575	ENSRNOG00000033835
P39052	ENSRNOG00000007649
Q08877	ENSRNOG00000026490
Q63470	ENSRNOG00000001662
Q920D2	ENSRNOG00000013521
Q5VJS5	ENSRNOG00000056654
Q5XIA0	ENSRNOG00000014746
Q63185	ENSRNOG00000001050
Q9Z1Z1	ENSRNOG00000006069
D4A7V9	ENSRNOG00000006027
O09139	ENSRNOG00000016708
Q5FVG2	ENSRNOG00000002538
P51907	ENSRNOG00000014816
Q811X5	ENSRNOG00000002350
Q9JJ46	ENSRNOG00000004903
Q62651	ENSRNOG00000020308
Q64428	ENSRNOG00000024629
Q60587	ENSRNOG00000010800
Q6AYG5	ENSRNOG00000011622
P14604	ENSRNOG00000018522
P14604	ENSRNOG00000047565
P07896	ENSRNOG00000001770
Q5XIC0	ENSRNOG00000029549
Q62894	ENSRNOG00000021166
P70709	ENSRNOG00000031445
P70709	ENSRNOG00000053457
Q5XIC2	ENSRNOG00000014128
Q3ZAV8	ENSRNOG00000024025
P69736	ENSRNOG00000016272
P22388	ENSRNOG00000014361
P21451	ENSRNOG00000010997
Q5XI74	ENSRNOG00000006931
P62630	ENSRNOG00000009439
P62632	ENSRNOG00000012477
Q68FR9	ENSRNOG00000021638
Q68FR6	ENSRNOG00000020075
P70531	ENSRNOG00000016448
P05197	ENSRNOG00000020266
Q6AXQ2	ENSRNOG00000053317
B0BNK9	ENSRNOG00000019199
B0BNK9	ENSRNOG00000050158
Q07803	ENSRNOG00000012873
Q4FZY0	ENSRNOG00000013783
P97553	ENSRNOG00000020573
P85834	ENSRNOG00000018604
Q6AZ60	ENSRNOG00000019388
Q6MG84	ENSRNOG00000000436
Q6AYU4	ENSRNOG00000020947
P51774	ENSRNOG00000000640
P43301	ENSRNOG00000017828
Q641Z6	ENSRNOG00000043503
Q4V8H8	ENSRNOG00000011346
Q8R491	ENSRNOG00000007744
Q4KM77	ENSRNOG00000030391
Q64270	ENSRNOG00000001039
Q64350	ENSRNOG00000038160
P70541	ENSRNOG00000018375
Q5RKI6	ENSRNOG00000020463
Q5PPG7	ENSRNOG00000004910
Q1JU68	ENSRNOG00000010117
Q4G061	ENSRNOG00000001253
B5DFC8	ENSRNOG00000018761
Q6AYK8	ENSRNOG00000005804
Q641X8	ENSRNOG00000027690
Q5RK09	ENSRNOG00000020619
Q6P9U8	ENSRNOG00000004252
A0JPM9	ENSRNOG00000016459
D3ZRW8	ENSRNOG00000028368
B5DF91	ENSRNOG00000001069
Q4V7E1	ENSRNOG00000006330
A4GTP4	ENSRNOG00000010171
Q5XFX8	ENSRNOG00000022868
Q5XIQ2	ENSRNOG00000038102
Q499U2	ENSRNOG00000015800
P62870	ENSRNOG00000004814
P83941	ENSRNOG00000031730
D4A612	ENSRNOG00000014702
Q920L7	ENSRNOG00000006331
Q920L6	ENSRNOG00000010468
Q920L6	ENSRNOG00000048949
Q496Z0	ENSRNOG00000015301
B2RYG8	ENSRNOG00000020847
Q6P6T4	ENSRNOG00000030127
Q3B8R1	ENSRNOG00000015230
Q6AYH6	ENSRNOG00000019532
Q5U2V8	ENSRNOG00000009934
Q5FVL2	ENSRNOG00000017654
Q5U1W7	ENSRNOG00000019162
P54848	ENSRNOG00000008676
Q66HH2	ENSRNOG00000002664
Q9QYW5	ENSRNOG00000021104
P04764	ENSRNOG00000017895
P15429	ENSRNOG00000004078
P07323	ENSRNOG00000048365
P07323	ENSRNOG00000013141
Q5PPH0	ENSRNOG00000002262
P97675	ENSRNOG00000013791
P84039	ENSRNOG00000010232
B0BND0	ENSRNOG00000009660
P60841	ENSRNOG00000048617
Q9ER31	ENSRNOG00000007427
Q5NDL0	ENSRNOG00000024533
B0BNE4	ENSRNOG00000029558
O55159	ENSRNOG00000015667
Q4V8I1	ENSRNOG00000019330
Q5XII0	ENSRNOG00000060141
P54759	ENSRNOG00000007030
P09759	ENSRNOG00000007865
P0C0K7	ENSRNOG00000014367
Q91XQ2	ENSRNOG00000040242
Q4V882	ENSRNOG00000003284
P29676	ENSRNOG00000001412
D4A2Z2	ENSRNOG00000028908
F1M3L7	ENSRNOG00000007047
Q2LCV6	ENSRNOG00000026323
Q5EBA0	ENSRNOG00000010673
Q4G005	ENSRNOG00000013180
Q569A6	ENSRNOG00000021082
Q5U305	ENSRNOG00000001083
Q9Z0L5	ENSRNOG00000002771
Q5U2Q7	ENSRNOG00000019450
D4AB34	ENSRNOG00000024688
P52020	ENSRNOG00000009550
Q5FVR4	ENSRNOG00000011448
Q66H03	ENSRNOG00000056087
B5DEH2	ENSRNOG00000013763
Q5RJL0	ENSRNOG00000021472
Q8R4A1	ENSRNOG00000006462
P52555	ENSRNOG00000001348
Q5QJV7	ENSRNOG00000021139
P11475	ENSRNOG00000010259
P62510	ENSRNOG00000002593
P05432	ENSRNOG00000058186
P56571	ENSRNOG00000001211
Q6AYD4	ENSRNOG00000033217
Q76MT4	ENSRNOG00000004777
Q5BK43	ENSRNOG00000009471
P97682	ENSRNOG00000010797
Q63618	ENSRNOG00000010270
B2RYD2	ENSRNOG00000008184
B0BNE5	ENSRNOG00000009512
P13803	ENSRNOG00000015233
Q68FU3	ENSRNOG00000017851
Q6P7Q0	ENSRNOG00000036918
P41156	ENSRNOG00000008941
Q62825	ENSRNOG00000039776
P97878	ENSRNOG00000013804
O54922	ENSRNOG00000009617
O54922	ENSRNOG00000046594
O54924	ENSRNOG00000019766
Q4QR75	ENSRNOG00000014674
P31977	ENSRNOG00000018524
Q6AXS9	ENSRNOG00000006674
Q5U4F3	ENSRNOG00000014886
P50503	ENSRNOG00000019070
Q5FVF1	ENSRNOG00000015235
Q5BJX5	ENSRNOG00000009114
Q5RKJ0	ENSRNOG00000005660
Q4QQT2	ENSRNOG00000011543
Q6AYT4	ENSRNOG00000051051
Q505I5	ENSRNOG00000009163
Q3MHU5	ENSRNOG00000018586
Q5FVM3	ENSRNOG00000010589
B0BN94	ENSRNOG00000016273
Q5PQL8	ENSRNOG00000006554
B2RZ42	ENSRNOG00000005154
Q642A7	ENSRNOG00000007799
Q6AY14	ENSRNOG00000009881
Q4QQV3	ENSRNOG00000002255
Q4QR77	ENSRNOG00000010019
D4AEP3	ENSRNOG00000023467
Q66H54	ENSRNOG00000017408
Q9Z1N1	ENSRNOG00000017637
Q5FVQ7	ENSRNOG00000019087
Q6AXV7	ENSRNOG00000002918
Q6P7B4	ENSRNOG00000010183
Q5XIJ4	ENSRNOG00000016740
Q6AXX6	ENSRNOG00000011140
Q5PQM8	ENSRNOG00000009323
Q5U1Y9	ENSRNOG00000031731
Q6DGF6	ENSRNOG00000024605
Q4V8D7	ENSRNOG00000009447
Q6AXP3	ENSRNOG00000037124
Q5XIN5	ENSRNOG00000050114
B0BND4	ENSRNOG00000024918
P07953	ENSRNOG00000000165
Q9JJH5	ENSRNOG00000004162
O35552	ENSRNOG00000018911
P25114	ENSRNOG00000020656
Q5RJN7	ENSRNOG00000039383
D3ZTE0	ENSRNOG00000015139
B1WBS9	ENSRNOG00000026035
Q5FWS4	ENSRNOG00000000825
Q561R8	ENSRNOG00000037757
Q2LAM0	ENSRNOG00000018950
B2RYG1	ENSRNOG00000039528
B0BNK8	ENSRNOG00000056153
Q5XIV0	ENSRNOG00000015222
Q4QQW5	ENSRNOG00000022582
Q5BJQ2	ENSRNOG00000021131
Q4FZU8	ENSRNOG00000017604
